,class,tweet
1903,0,"@podculture venlafaxine. it's basically a bureaucracy problem in this case, though; nothing to do with the scrip itself."
1904,1,if you're taking vyvanse can we please discuss side effects real quick wtf is happening to my digestive system
1905,1,ah the sting of the #humira injection. how i've not missed thee. #ankylosing #spondylitisq #ouch
1906,0,these nicotine lozenges taste like cardboard and i'm running late to work. welcome to my monday.
1907,1,"@nichole_lindsey i've had cipro before. luckily for me, the only side fx i tend to get from ab is gastic upset. but i rarely use ab."
1908,1,@obsidianvormund was on seroquel for years in my teens &amp; stopped taking it. a 'quack' doc put me back on it &amp; i gained 50 in 3 months.
1909,1,the day after my humira jab and as ever i'm mega tired. may have to go back to bed.
1910,0,@geordieclaire @barmybelle i'm on 2x 300mg of quetiapine xl. i don't think they do 600mg pills. all versions i've had have been big
1911,0,the men's warehouse guy needs a throat lozenge.
1912,0,"@paribes ofcourse it does!! nicotine firstly kills your creativity! and most of the youths smoking,taking tobacco are found less creative!"
1913,1,@eqinnastra all the time! i took trazodone last night and it really helped- but it was difficult to wake up :-/
1914,0,rt @bromethazine: my life can be divided into pre-seroquel and post-seroquel epochs
1915,1,"fluoxetine, got me going crazy."
1916,1,anyone who will listen: never ever take effexor/venlafaxine. paraesthesia abound.
1917,0,@fashonbutterfly i have a friend on that with lupus and she is doing well. everybody is different though. maybe you shud try enbrel.
1918,1,@levimichaelsxxx @outnynews you are so horny and i am not! wtf!!! paxil why paxil why!!!!
1919,1,or maybe that's the prozac ugh i need a nap always
1920,0,@florencesheriffdept a man with a ponytail just offered my son a lozenge. what should i do?!?!
1921,1,rt @uffelanie: just wondering where the side effect of hating the world is stated on vyvanse advertisements?
1922,1,it turns out that i can still ride a bike in spite of my ataxia (side effect of lamotrigine) it has been at least 25 years.
1923,0,i exited out of my brother's bloons game and now he has fallen into a deep pit of depression. i hope mom doesn't make me pay for his prozac
1924,1,"actually it was more like a prison but with nurses instead of guards, olanzapine pill n im= #zombies"
1925,0,@helloimmarta @mary_ey @prozac idk... are you thinking about some dates in particular?
1926,1,my tremors are horrible. fuck seroquel.
1927,0,"?@janokie_: depression hurts, cymbalta can help...?thanks janelle"
1928,1,the only bad thing about vyvanse is the awful headache you get when it's starting to wear off ?
1929,0,"@hibsdibs just the fact that they're putting tar and nicotine in their mouths, black gums, and so many chemicals in cigarretes &amp; bad breath"
1930,0,never take a large quantity of vyvanse at night.. #fuck
1931,1,popped a vyvanse i'm tweak. whoop
1932,0," i get such a nicotine buzz when i smoke and don't drink, you know it's a rare occasion but the feeling is gooood @jordandepoti @mtorch22"
1933,1,"@r00shoes ""eh whatever"" was me for years on paxil cr, years 14-18. better than ""everything sucks i wanna die"" but i still had days like that"
1934,1,wish it was monday...seeing doctor tomorrow &amp; want to see if he has any suggestions for my withdrawal. #paroxetine #anxiety #fedup
1935,0,didn't take my vyvanse today if anyone is brave enough to cross my path today... #wildnout
1936,0,@buckyisotope i usually just take about 100mg of vyvanse and see where the winds of #comedy take me. but thx man i hope all of your dreams c
1937,0,"virginia valentine loves glp-1! #invokana sglt-2 inhibitor good a1c reduction, weight loss, yeast infections not a concern #dttcoyd"
1938,1,@jephjacques i hated being on paxil for that reason. way to make you *more* depressed. x.x
1939,1,"young nigga just gave me a 70mg vyvanse, these things can twerk me out thank goodness for my script of xanax"
1940,1,@darko_marco i've no probs with porn other than the fact that i've gained 80 pounds on effexor and no one needs to see that ;-)
1941,0,"gonna start taking vyvanse again, so i can stop thinking about food."
1942,1,@cloudtoad @mrsyiswhy @bigthink each brain is different.  the ssri i'm on has worked really well.  prozac made me a zombie. #brains
1943,1,"this cipro is totally ""killing""  my tummy .. hiks.."
1944,1,"took a quetiapine it's been a while and i'm ready for bed, so tiiiiired"
1945,0,?@livwrenn: i know when tori take a vyvanse cause she tweets nonstop? that's what i do hahaha fuck
1946,0,apixaban: factor xa inhibitor for stroke prevention in patients with nonvalvular atrial fibrillation.
1947,0,"got a script of cipro for a uti for #motherday. lol, thank god for walk in clinics."
1948,0,"dear ciprofloxacin, i count on you :("
1949,1,@gloombat i think it was an anxiety meds dream. damn quetiapine.
1950,1,this night of no sleep is brought to you by vyvanse. ?
1951,0,"if prozac be the food of love, lay down in a darkened room #badshakespeare"
1952,1,"just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  paxil, for instance."
1953,1,if this fuckin emt looks at me one more time hes gonna feel the wrath of my vyvanse rage
1954,0,took 2 baclofen 10mg &amp; 1 ibuprofen 800mg &amp; now i'm laying flat on my back. #extremepain #cantgetcomfortable
1955,1,"@abianne the effexor may have been pushing me toward hypomania, so we are trying just an ssri, then see if a mood stabilizer is needed."
1956,0,"@kath_in_oc yeah, maybe paxil isn't so bad, but never try it with zoloft. ::shudder::"
1957,1,rt @indigo_rosie: my medication gives me weird &amp; bizarre dreams. not all bad though. last night i had dinner with the rolling stones #cipro?
1958,1,@wayne386 they probably would have offered me the full anti psychotic menu had i not reacted badly to seroquel #handy #bonus
1959,1,can't even enjoy this banana right now because of fuckin vyvanse what is life
1960,1,@asdfghjklucy_ venlafaxine was always awful for that. like someone sprayed hairspray all over my tongue... eww isn't a strong enough word!
1961,0,osteonecrosis of jaw with denosumab: 3cases in yr1-3 vs 5cases in yr4-7 #eular2013 #osteoporosis
1962,1,"@beckysrecovery i have been on amisulpride but only for a few days, i could not tolerate nausea and akathisia, olanzapine i can cope with"
1964,0,@bountifulpots i feel that way about my prozac. too often.
1965,0,fuck it. snorting a seroquel so i can sleep until tomorrow
1966,0,cleaned the nicotine from my frankie laine cd.  i don't smoke.
1967,1,@liftburn it all might be due to restlessness. #seroquel did make my legs go too!!
1969,1,@amyj2202 i'm a bit drunk its my prozac
1970,1,would like less vyvanse and more sleep in my life
1971,1,i feel siiiiiiiiiiiiiiick. damn you venlafaxine.
1972,0,russia is angry with potus for protecting monsanto who makes nicotine based insecticides. when seeds are eaten by birds the birds  die
1973,1,throbbing headache from not having my pills. 2 pills left i need to save. this sucks :( #paroxetine #socialanxiety
1974,0,normal people at 12:30: sleeping   me at 12:30: researching psychoactive effects of nicotine and the neuroanatomy behind them
1975,0,"seroquel. ""@gemini_minx: why in the hell do people keep crashing their cars into buildings?! good lord."""
1976,1,"@mesgreene i lost effectiveness on humira, and then methotrexate was added and it was like going back to starting the drug."
1977,1,holy shit balls pristiq withdrawals are very strong!
1978,0,"@iamcarrieeeeee what an arsehole! i'm off quetiapine and on lamotrigine, i'm so fucking happy* :)   *hypomanic"
1979,1,@inkyworld olanzapine is another anti-psychotic medication. it works on my bipolar but makes me binge eat
1980,1,first day of reduction back down to normal dose of lamotrigine-before i could literally feel it irritating my nerve endings
1981,0,@nerdylori good thing for low dose seroquel!! friends bro was uber awkward. also a little awkward to work around a guy on team who likes me
1982,0,"life sucks, cymbalta can help. or cause you to be suicidal. #commercials"
1983,0,"well, good start to the day... fell asleep in my car and nearly choked on the lozenge i has just put in my mouth."
1984,1,@courage_cub i'm feeling weirdly antsy lately and i'm positive it's due to the prozac and i'm a bit worried where that could lead me
1985,1,"tell you okes what: when your dr. says only take seroquel at night, only take it at night. zombiness galore."
1986,1,"@notquitereal oh, really? that's what gave me the terrible reaction. my current doctor told me he'd almost never prescribe fluoxetine."
1987,0,i hate. direct to consumer advertising for pharmaceuticals. especially for things like xarelto. good lord.
1988,0,canagliflozin demonstrates better glycemic control and body weight reduction versus sitagliptin in a 52 weeks clinical study #2013ada
1989,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.charlie used to tell me!!
1990,0,how df is xarelto pronounced as zarelto? it has an x n an x does not make the  z sound!!! #whatwiththeworld
1991,0,@doctorcaldwell alendronate works in elderly. intended benefits are relevant. issues are compliance/tolerability and life expectancy&gt; 1 yr
1992,1,i am way too hyper to go home and do nothing tonight :( damn prozac &gt;.&lt;
1993,0,"@rgay given what we know about the demographics of type 2, i'm a bit surprised she's still all over the victoza page."
1994,0,@asherbo dude.  give her some cymbalta or something. pipe down there hot shot.
1995,0,"@mavismaccruet  mavis, may i recommend 60mg of fluoxetine daily to help with your obsessive compulsive disorder??  #mccann"
1996,1,cymbalta withdrawals. need to get script. head is spinning. blood pressure low.  i hate depending on drugs to live.
1999,1,"@marcello i had to take paroxetine tablets for a year nd a side effect is weight gain, it went to my core. off them now bt can't shift it!"
2000,0,"@thestomabaglady @pueblokc the study drug here in philly is related to tysabri, but it is gi tract specific. something to look forward to."
2001,0,@fragileannie then try to knock you out at night with a little trazadone or seroquel lol...  so not right
2002,1,does cipro make anyone's else's brain turn to mush or am i actually just going crazy?
2003,1,"@hurtblogger good luck! have you tried it before? does it work 4 u? i just had 2nd dose of humira, and hurting so bad i can't stand it :-("
2004,0,#tysabri day today!!!all good cause of the beautiful person i share the day with!love u liz!!!
2005,0,#bds &amp;parents must immediately boycott  &amp;stop use of  #israel copaxone?  rebif? exelon? doxil? azilect? gonal ?etanercept- aid occupation
2006,0,"i was literally threatened with being force fed paxil like a foie gras duck, then turned to do hard labor in a ras working party"
2007,1,i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.
