,type,tweet
1111,0,"the pills can make you smarter and smarter. geodon, welbutrin, adderall they change the brain structure and you get more abilities."
1901,1,"coming up this week: seroquel is notorious for two things - making you sleep until next tuesday, and leaving you a hangover.  lovely."
756,0,"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"
1555,1,"my medication is making me stupid, brain meds are not ok , fuck u paxil"
821,0,"slow down, you sound like the end of a cymbalta commercial. #ad4"
207,1,@gloombat i think it was an anxiety meds dream. damn quetiapine.
249,0,someone back me up to @mrdispenser about what a trauma when you have to dispense 20 lots of rifampicin and cipro for meningitis prophylaxis
615,1,really bad rls fron seroquel :(
829,1,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide"
1861,0,doubling on the seroquel = passing the fuck out. night bitches ?
2075,1,i?m sort of nauseous. don?t know if it?s a side effect of the viibryd or i need to eat more or what. unpleasant.
843,0,cymbalta is used for way too many things how does no one see that as a problem
1143,1,@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??
1584,1,@halfabear @eabendies yeah pregabalin calms my bipolar ii too - but not in the numbing way that prozac does.
619,1,@jamieab1 trazodone made me extremely angry and i was wide awake all the time
545,1,my increase of quetiapine is making me so tired #sleepy
1755,1,pretty sure the quetiapine was affecting my sense of taste
12,0,"if you can't sleep in a high stress job, the latest best thing, under the care of a qualified physician, is low dose quetiapine (seroquel)."
85,1,@deltrimental @scribble_dragon comedown is hell. when i went cold turkey from effexor it was about two weeks before the zap noises stopped
419,1,"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg"
61,0,"@charlienicola85 someones said can happen while fighting infection which is quite possible,nearly finished some cipro&amp;bringing up foul gunk!"
1046,0,@pillowfort fluoxetine was my god for a short time. disagree that girls help with depression though..
294,1,@_rubyrouge_ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted
421,1,"i feel soo much better today, cymbalta with drawls are going away :))"
354,1,#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.
1906,1,".@tootingrebecca at last, a good side effect. couldn't go back on seroquel due to diabetes risk."
14,0,"oh yay. ciprofloxacin just in time for the weekend. i thank you vietnam &amp; egypt. alcohol, see you in 7 days. #sick"
1717,1,not hungry but eating anyway. thank you quetiapine you utter cunt.
1719,1,"@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine."
2188,1,i'm becoming too tolerant to vyvanse #notgrooy
1133,1,"@sapphire20 to it, and now i'm on humira with just the bloat to battle. things sometimes get super shitty in every sense. but stay strong xx"
1632,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
1814,0,"@drdrew inmates know exactly how to get medicated.they work the system.trazadone, seroquel &amp; benzo's.i worked there.the system is broke."
1050,1,"@mereprototype probably the combination with my fluoxetine. but i can't move that to night time, it makes me have bad dreams."
602,1,@thunderangel454 meds work differently for each person. i know seroquel xr was hell for me &amp; i gained weight but can be heaven for another
1472,1,"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros.."
850,0,"how did i miss this gem the first time through ad season 4? ""you sound like the end of a cymbalta commercial."""
1327,0,"memantine add-on to risperidone for treatment of negative symptoms in patients with stable schizophrenia: randomized, double-blind,..."
1140,1,"@hurtblogger good luck! have you tried it before? does it work 4 u? i just had 2nd dose of humira, and hurting so bad i can't stand it :-("
1370,1,@broahegan it's my nicotine withdrawls
1867,1,only problem is i'm hungry. seroquel nation hunger :(
1556,0,"(fatphobia) aaaugh ""i don't usually put anxiety patients on paxil bc of weight gain"" why would i care"
506,1,@doctorchristian i take olanzapine and have a permanent dry mouth what can i do to help it
1651,0,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
1520,0,"ask your itunes tally of how many times you played a single song over &amp; over, if paxil is right for you."
2019,0,@sectioned_ @hilarymarmot poor things! they wanna try withdrawal from venlafaxine. think i might sue the pharma company.
2009,1,tysabri bruises are the best http://t.co/l1gpzefu5f
461,1,@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira
674,0,i wish my psych would stop fucking me and just put me on adder all vyvanse sucks dick
57,1,"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."
1335,0,@sham2ubitch lisinopril n put me on metoprolol beta-blocker which helps lower my hbp n heart rate n they checked it manually n it was 130/90
1011,0,@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana
2207,1,@_chanabeth_ @laceykaybee i didn't stay long. and i took a vyvanse so i can't go back to sleep. lol
1455,1,@secretschizo i tried coming off my olanzapine twice in the past 3 years without telling my psych - unfortunately too difficult to come off!
434,1,"effexor side effects; headaches, no appetite."
1746,1,"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk."
2219,0,i hate. direct to consumer advertising for pharmaceuticals. especially for things like xarelto. good lord.
1949,0,i only have like 3 days left of my trazodone and i don't have refills greeaaattt :(((
1554,0,days like this make me question why i ever stopped taking paxil.
2166,1,i really hate the fact that i feel like i need to throw up while at work. maybe taking my vyvanse wasn't a good idea
1098,0,rt @fantwit: fluoxetine from $1.92 per capsule in 1993 to $0.03 today #pharmac #nz #ihea2013
1072,0,sometimes i really think i could benefit from that neutral plateau fluoxetine gave me.
750,0,a double shot of africa with a cipro chaser #stomachparty #ethiopiaspring2013
26,0,iti needs to quit hiring teachers that have already retired from one job to take this one... imma overdose on vyvanse trying to stay awake
1052,1,"@samambreen doesn't work. citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much i lost 4 stone in 6mo."
149,1,get asked if i have tourettes. nope. just vyvanse #twitchy @vyvanseswag
624,0,@dilligafoxford @schizophrenicgb i have a low dose of trazodone to help me sleep otherwise i wouldn't especially when #happymental
189,1,gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
655,0,"@podculture venlafaxine. it's basically a bureaucracy problem in this case, though; nothing to do with the scrip itself."
652,0,?@m0m1n3: @kastel na g my 5ht levels are good just need a dopamine rush gonna pop me a bupropion or a venlafaxine. want some yeh? loool
638,1,great.. i have hives up and down my legs from this gosh dang trazodone?
1730,0,#quetiapine is kicking in :)
2053,0,@tete_floue i think the mirtazapine is slowly lifting my mood dips and hopefully venlafaxine will lesson the anxiety.time will tell x
1353,1,do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already
1056,1,"@jessindia i take fluoxetine and quetiapine. the quetiapine is the one with the massive sleepies, althouth the flouxetine doesn''t help."
305,1,so last night i kept waking up with period pain. took what i thought was ibuprofen 3 times. turned out to be seroquel. i just woke up.
2062,1,@anwen @ellwynnnnn venlafaxine withdrawal is worse than most by miles x
2058,1,"@mycuriousmind not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy"
457,1,"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."
278,1,i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.
404,1,i am never taking baclofen and norflex the same day again. first i felt super drowsy but now i feel extremely high and it's freaking me out.
334,1,"when i had my infected k stone, hospital put me on cipro - a synthetic antibiotic. i ""smelled"" a pungent solvent odor, i smell it now. why?"
1579,0,"you can have all the papers, articles etc about #pradaxa but until there is an antidote, this drug is a killer. #recallpradaxa"
2050,0,"@claramusician @joshgroban shame that idiots depth venlafaxine never my words, but the ignorance of their interpretation"
1537,1,"just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  paxil, for instance."
1551,1,@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks
2158,1,if this fuckin emt looks at me one more time hes gonna feel the wrath of my vyvanse rage
253,1,"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."
1716,1,"got offered a seat on the tube this morning. quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice"
1662,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical foundin prozac @tidahrox seewhatyourmissing
1175,1,humira why you burn my veins
2006,1,"i need more energy today. don't know where to get it from, though. this is the result of going off #tysabri for #msandlife and heat-related."
1597,0,out of the house by 8 am on a non-work day.  #antidepressants #testify #pristiq
1839,1,the seroquel is definitely causing this restlessness i'm experiencing #jitters
1544,1,two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.
1648,0,rt @uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
